sales,product,quantity,total_price,no_of_items_sold,profits,loss,profits_status,loss_status,sales_date,customer_id,product_id,customer_country,customer_postal_code,category,transaction_id,payment_method
620,Handmade Wooden Utensil Set,664,580.68,681,2704.4,-2869.4,profitable,medium,10/31/2021,620,620,Indonesia,,groceries,620,credit card
621,Italian Herbal Seasoning,930,90.51,30,2938.72,1818.19,loss-making,low,8/21/2021,621,621,Brazil,68580-000,groceries,621,online payment
622,Cranberry Pecan Granola,78,2051.08,570,4680.98,-4343.59,profitable,high,10/28/2021,622,622,Russia,366703,clothing,622,online payment
623,Vegetarian Chili,652,1015.41,65,1534.61,-3695.58,profitable,low,2/17/2021,623,623,France,06403 CEDEX,groceries,623,credit card
624,Electric Heat Press Machine,760,4736.65,468,3458.24,3079.93,profitable,low,10/9/2021,624,624,Philippines,9601,electronics,624,credit card
625,Cotton Sweatpants,165,7298.33,213,3824.9,-4322.5,loss-making,medium,3/15/2021,625,625,Russia,422721,electronics,625,credit card
626,Frozen Vegetarian Pizza,801,1583.1,490,366.99,3621.8,profitable,medium,1/5/2021,626,626,Portugal,4755-264,electronics,626,cash
627,Portable Solar Phone Charger,938,5209.56,383,-297.08,-3906.03,loss-making,low,5/28/2021,627,627,China,,clothing,627,online payment
628,Shredded Cheese,322,5464.85,299,2789.06,-525.05,profitable,low,5/3/2021,628,628,China,,groceries,628,credit card
629,Reclining Camping Chair,655,8364.18,538,489.92,-1785.02,profitable,high,12/23/2021,629,629,Ukraine,,clothing,629,cash
630,Comfortable Bed Pillow,310,8438.85,640,-927.98,1834.47,profitable,high,2/24/2021,630,630,China,,groceries,630,cash
631,Artisan Flatbreads,129,9193.14,505,194.56,3.19,loss-making,low,7/3/2021,631,631,Indonesia,,electronics,631,cash
632,Scented Candles,469,9107.02,438,2720.17,-1339.4,loss-making,high,7/16/2021,632,632,Thailand,14130,groceries,632,cash
633,Set of Decorative Storage Bins,369,9021.57,722,71.63,3541.68,break-even,low,3/9/2021,633,633,Russia,659780,electronics,633,cash
634,Over-the-Door Shoe Organizer,21,5162.57,759,3416.3,-882.69,break-even,high,8/13/2021,634,634,United States,48211,clothing,634,cash
635,Cat Tree,762,5077.73,149,3170.07,-3430.54,profitable,medium,3/25/2021,635,635,Indonesia,,groceries,635,online payment
636,Smart LED Light Strip,944,6599.1,217,4130.14,4643.76,profitable,high,2/14/2021,636,636,China,,electronics,636,credit card
637,Electric Air Pump,521,2533.35,188,3268.27,4554.81,loss-making,high,10/9/2021,637,637,Finland,21251,electronics,637,cash
638,Wireless HDMI Receiver,206,863.11,238,2588.55,3389.42,loss-making,medium,3/16/2021,638,638,Russia,404264,clothing,638,credit card
639,Pest Control Traps,425,5636.62,320,2398.78,1972.31,break-even,low,7/7/2021,639,639,Czech Republic,547 01,clothing,639,credit card
640,Thai Basil Fried Rice,725,4731.83,855,1976.99,-2316.02,loss-making,high,10/18/2021,640,640,United States,20226,groceries,640,cash
641,Electric Pressure Cooker,283,6050.58,379,2679.4,3281.61,profitable,low,6/10/2021,641,641,Chile,,clothing,641,credit card
642,Fall-Themed Table Runner,498,2772.35,339,3237.81,-2065.97,profitable,medium,5/23/2021,642,642,Brazil,46100-000,electronics,642,credit card
643,Hydration Backpack,376,5884.5,982,1230.22,3883.65,loss-making,low,9/30/2021,643,643,Portugal,5120-105,electronics,643,credit card
644,Electric Toothbrush,133,7757.0,330,227.18,-3342.25,break-even,low,2/2/2021,644,644,Indonesia,,groceries,644,cash
645,Adjustable Resistance Bands,53,8130.87,370,2545.69,-2006.44,break-even,low,5/23/2021,645,645,China,,clothing,645,online payment
646,Gaming Mousepad,502,4363.78,761,215.66,-2906.91,loss-making,low,2/27/2021,646,646,Portugal,2620-005,clothing,646,cash
647,Self-Stirring Mug,5,5478.58,704,3570.59,-3968.88,profitable,medium,4/19/2021,647,647,Philippines,2422,clothing,647,credit card
648,Wall Art,732,2233.77,743,640.25,4299.63,loss-making,high,3/1/2021,648,648,Ukraine,,groceries,648,online payment
649,Ice Cream Maker,190,4821.36,643,137.44,-4769.29,profitable,medium,4/5/2021,649,649,Malta,MQB,electronics,649,cash
650,Sooji (Semolina),689,7460.52,493,3853.62,-2319.7,break-even,high,4/26/2021,650,650,Thailand,70130,groceries,650,online payment
651,Nutritional Yeast,747,5575.03,785,2122.84,3290.84,break-even,medium,9/10/2021,651,651,Russia,188507,electronics,651,cash
652,Over-Ear Headphones,362,4676.86,645,3084.58,-2173.05,profitable,medium,3/16/2021,652,652,Russia,157944,clothing,652,cash
653,Kids Tablet,340,782.65,87,-172.55,-2932.87,profitable,low,11/26/2021,653,653,Indonesia,,groceries,653,cash
654,Organic Tomato Ketchup,54,861.77,394,843.71,88.33,profitable,high,9/29/2021,654,654,China,,groceries,654,cash
655,Kids' Learning Tablet,585,8563.71,703,1609.33,4725.61,profitable,high,10/13/2021,655,655,Philippines,6028,electronics,655,online payment
656,Natural Soy Candles,169,6040.66,283,1218.14,-746.42,loss-making,high,11/14/2021,656,656,Armenia,,groceries,656,online payment
657,Tuna Fish (canned),108,2549.97,217,371.31,-4493.24,loss-making,high,10/14/2021,657,657,Finland,77700,groceries,657,online payment
658,Vegetable Chips,189,6778.71,471,376.74,-2134.88,break-even,high,7/6/2021,658,658,China,,groceries,658,online payment
659,Customizable Wall Calendar,748,176.35,762,-271.87,-2283.2,loss-making,low,12/15/2021,659,659,Brazil,83600-000,groceries,659,online payment
660,Dark Chocolate Covered Almonds,188,5745.12,689,4238.0,-1489.45,profitable,high,10/11/2021,660,660,Chile,,clothing,660,cash
661,Bamboo Toothbrush,238,5291.16,755,2298.04,-2590.18,break-even,medium,5/24/2021,661,661,Vietnam,,electronics,661,cash
662,BBQ Sauce,762,8834.32,517,1540.49,4081.57,profitable,low,8/15/2021,662,662,Portugal,2860-310,groceries,662,online payment
663,Gardening Gloves,308,9899.29,148,4205.93,-3927.07,profitable,medium,7/4/2021,663,663,Kazakhstan,,electronics,663,online payment
664,Cinnamon Rolls,592,333.49,189,3828.16,3113.46,profitable,low,1/20/2021,664,664,Indonesia,,clothing,664,online payment
665,Canned Sardines,548,1306.04,833,-270.17,-3318.66,loss-making,low,9/30/2021,665,665,Zimbabwe,,groceries,665,credit card
666,Mixed Berry Smoothie Pack,400,1079.32,544,1016.12,3198.36,profitable,medium,9/10/2021,666,666,Indonesia,,electronics,666,cash
667,Suction Cup Hooks,424,1145.88,500,2702.94,3091.83,profitable,high,11/10/2021,667,667,China,,clothing,667,credit card
668,Non-Toxic Crayons for Kids,660,6142.7,988,954.78,1920.33,break-even,low,3/20/2021,668,668,China,,electronics,668,online payment
669,Customizable Photo Calendar,934,9811.55,670,1104.73,-2175.49,break-even,high,6/10/2021,669,669,Poland,08-322,groceries,669,cash
670,Spicy Tuna Rolls,735,2278.98,989,4171.07,1366.11,loss-making,low,11/15/2021,670,670,Mongolia,,groceries,670,online payment
671,Leather Biker Jacket,136,5347.16,718,1851.05,3295.6,break-even,high,9/11/2021,671,671,Brazil,76550-000,electronics,671,cash
672,Kids' Gardening Kit,275,1754.65,312,1172.38,4862.4,loss-making,medium,8/16/2021,672,672,China,,electronics,672,online payment
673,Chopping Board,926,8307.37,26,1369.6,-4047.89,break-even,high,7/13/2021,673,673,China,,clothing,673,credit card
674,Peanut Butter Pretzel Bites,310,4087.8,593,2018.46,18.01,profitable,high,6/8/2021,674,674,South Africa,6332,groceries,674,cash
675,Solar Power Bank,225,9678.05,477,275.45,-3975.87,break-even,medium,6/27/2021,675,675,Indonesia,,electronics,675,credit card
676,Tailored Dress Pants,353,6987.46,116,2637.59,-3928.64,break-even,high,11/24/2021,676,676,France,13540,groceries,676,online payment
677,Chocolate Avocado Pudding,377,8088.34,582,-64.61,-2432.13,break-even,medium,2/20/2021,677,677,China,,groceries,677,online payment
678,Wall-Mounted Organizer,834,2845.7,616,-351.81,2036.26,loss-making,medium,11/16/2021,678,678,Indonesia,,electronics,678,cash
679,Coconut Bowls Set,230,3338.1,581,4032.53,-4072.56,break-even,high,9/13/2021,679,679,Brazil,83280-000,clothing,679,credit card
680,Whole Grain Mustard,876,5458.11,472,496.16,-2752.59,loss-making,low,9/19/2021,680,680,China,,electronics,680,credit card
681,Roasted Garlic Pasta Sauce,806,2208.16,612,3864.96,78.2,profitable,low,11/24/2021,681,681,China,,clothing,681,credit card
682,Portable Speakers,891,4672.1,284,302.99,822.03,break-even,low,6/21/2021,682,682,Hong Kong,,electronics,682,cash
683,Chocolate Hazelnut Spread,75,6253.57,547,2627.66,-2283.79,profitable,high,2/15/2021,683,683,Macedonia,2423,electronics,683,credit card
684,Smart Fitness Scale,537,7318.43,240,2639.48,379.8,loss-making,high,4/16/2021,684,684,Sweden,382 91,clothing,684,cash
685,Smart LED Light Strip,178,5361.07,585,368.2,-1047.82,profitable,medium,3/12/2021,685,685,Indonesia,,groceries,685,cash
686,Baked Falafel,363,300.53,625,798.92,4104.25,profitable,high,4/25/2021,686,686,Sweden,391 21,clothing,686,online payment
687,Maple Bacon Jerky,233,5151.91,859,2616.29,2612.75,profitable,medium,6/28/2021,687,687,Jordan,,clothing,687,credit card
688,Artisan Bread Loaf,484,9585.52,794,4637.38,-1777.61,break-even,high,12/12/2021,688,688,Japan,311-2424,clothing,688,online payment
689,Wooden Puzzle Game,194,2099.08,306,1409.79,4559.72,loss-making,low,9/4/2021,689,689,Colombia,941047,electronics,689,cash
690,Slim Wallet,260,629.76,523,1390.54,-512.87,break-even,medium,10/6/2021,690,690,Russia,624282,groceries,690,cash
691,Spicy Thai Noodles,721,243.45,165,-575.62,3175.42,profitable,high,3/15/2021,691,691,France,35574 CEDEX,clothing,691,cash
692,Almond Butter,110,9041.4,471,3064.58,-3704.26,profitable,low,2/3/2021,692,692,Mexico,40160,clothing,692,cash
693,Stainless Steel Water Bottle,698,1025.9,378,2576.84,-4333.01,profitable,medium,2/26/2021,693,693,Kuwait,,clothing,693,credit card
694,Inflatable Paddle Board,172,2284.47,860,2462.07,-1531.3,profitable,low,12/2/2021,694,694,China,,clothing,694,online payment
695,Pasta Primavera,55,7916.89,773,4461.05,-267.8,break-even,low,11/12/2021,695,695,Philippines,6006,clothing,695,online payment
696,Cranberry Almond Granola,57,1555.86,172,417.77,-4330.49,loss-making,low,6/29/2021,696,696,China,,groceries,696,cash
697,Over-the-Door Hooks,80,3423.94,571,113.79,-2333.86,break-even,high,3/23/2021,697,697,China,,electronics,697,cash
698,Butternut Squash Ravioli,796,498.71,451,629.67,2157.5,profitable,high,5/16/2021,698,698,Micronesia,,electronics,698,cash
699,Chocolate Chip Cookie Mix,830,1000.94,70,3212.04,3558.72,loss-making,medium,7/6/2021,699,699,China,,clothing,699,cash
700,Portable Laptop Table,675,1497.01,998,1404.2,2894.23,loss-making,low,9/5/2021,700,700,Poland,36-060,electronics,700,cash
701,Frozen Berry Medley,654,8731.0,725,2184.1,-4094.73,loss-making,high,11/26/2021,701,701,Philippines,3525,clothing,701,cash
702,Hot Salsa,695,2124.91,639,4174.93,-794.86,profitable,low,7/26/2021,702,702,Poland,36-221,clothing,702,cash
703,Garlic Herb Grilled Chicken,875,6805.73,174,2688.31,-4563.65,break-even,high,4/1/2021,703,703,Philippines,5411,clothing,703,credit card
704,Trail Mix (Deluxe),583,1666.46,58,377.86,1950.93,profitable,low,6/6/2021,704,704,Indonesia,,clothing,704,credit card
705,Electric Wine Opener,292,3341.96,990,3948.81,-577.29,loss-making,high,2/22/2021,705,705,Greece,,electronics,705,credit card
706,Grilled Veggie Burgers,904,1022.1,957,852.63,-4131.11,loss-making,low,3/23/2021,706,706,Guinea,,clothing,706,online payment
707,Coconut Cream Pie,78,4789.4,922,-266.58,-1925.89,break-even,high,12/10/2021,707,707,China,,clothing,707,online payment
708,Sweetened Condensed Milk,78,9426.32,514,2524.44,1450.59,profitable,high,10/2/2021,708,708,Somalia,,clothing,708,credit card
709,Multi-Tool,387,3890.92,949,2967.16,-4767.3,loss-making,medium,11/26/2021,709,709,China,,groceries,709,online payment
710,Personal Blender,635,9632.04,962,3390.8,-2986.05,break-even,low,3/8/2021,710,710,Uzbekistan,,clothing,710,online payment
711,Foam Muscle Roller,511,7949.66,538,-98.35,-164.08,break-even,low,7/23/2021,711,711,Croatia,52212,electronics,711,cash
712,Teriyaki Stir-Fry Sauce,794,5050.85,773,-368.78,-1682.54,break-even,low,10/23/2021,712,712,China,,clothing,712,credit card
713,Fitness Tracker Watch,814,6044.43,710,-994.76,3578.14,loss-making,medium,4/1/2021,713,713,Indonesia,,groceries,713,cash
714,Classic Bagels,654,5323.86,649,621.86,4048.34,loss-making,high,12/30/2021,714,714,Syria,,electronics,714,credit card
715,Antique Style Clock,884,9462.53,305,3218.49,4496.91,break-even,medium,3/4/2021,715,715,Thailand,33130,groceries,715,online payment
716,Chilli Lime Corn on the Cob,983,6205.36,698,855.74,1168.96,loss-making,high,6/28/2021,716,716,France,25204 CEDEX,clothing,716,credit card
717,Cheddar Cheese Slices,499,9235.9,946,4434.14,2102.7,loss-making,high,12/4/2021,717,717,Honduras,,electronics,717,online payment
718,Adjustable Resistance Bands,996,5408.65,679,-597.08,-912.51,profitable,high,11/24/2021,718,718,Netherlands,1814,clothing,718,cash
719,Rolling Cooler,770,2270.83,893,-559.92,-3486.19,loss-making,low,1/18/2021,719,719,Philippines,1235,groceries,719,online payment
720,Cabbage Slaw Mix,670,7698.44,777,173.02,2579.86,break-even,medium,11/23/2021,720,720,Russia,606084,groceries,720,online payment
721,Organic Coconut Yogurt,339,6755.81,458,-974.27,-4572.33,break-even,medium,9/1/2021,721,721,China,,electronics,721,cash
722,Savory Pumpkin Soup,2,6346.12,615,860.61,-1151.13,profitable,high,2/22/2021,722,722,Philippines,4004,clothing,722,online payment
723,Matcha Green Tea Powder,179,8286.69,7,1215.04,1435.69,break-even,high,7/6/2021,723,723,China,,electronics,723,credit card
724,Customizable Name Puzzle,818,8199.28,605,-699.9,1736.03,loss-making,high,2/20/2021,724,724,Paraguay,,clothing,724,online payment
725,Sports Windbreaker,303,1694.05,759,-986.0,-3491.02,break-even,high,2/12/2021,725,725,Costa Rica,10304,clothing,725,online payment
726,Buffalo Cauliflower Bites,204,2170.43,946,962.87,-48.54,loss-making,low,10/25/2021,726,726,Indonesia,,electronics,726,credit card
727,Tabletop Fire Pit,780,1681.39,711,1932.6,4249.44,profitable,high,8/10/2021,727,727,Poland,73-121,groceries,727,credit card
728,Pet Hair Remover,342,2608.9,345,3403.13,-1194.85,profitable,medium,2/4/2021,728,728,Trinidad and Tobago,,electronics,728,online payment
729,Fashionable Belt Bag,438,9532.77,362,4898.52,-4746.38,profitable,high,12/24/2021,729,729,China,,clothing,729,credit card
730,Zesty Cilantro Lime Dressing,944,3607.74,109,3830.59,4295.52,profitable,high,2/11/2021,730,730,Iran,,groceries,730,cash
731,Travel Hair Straightener,641,5813.12,492,126.62,3423.39,break-even,low,9/9/2021,731,731,Brazil,96310-000,clothing,731,cash
732,Pasta (Fusilli),943,3976.62,992,-575.39,-2520.25,profitable,medium,7/27/2021,732,732,Mexico,95096,clothing,732,online payment
733,Kettle Corn Popcorn,129,782.65,125,2664.91,-948.09,break-even,high,9/3/2021,733,733,China,,electronics,733,online payment
734,Dark Chocolate Covered Raisins,73,1872.96,853,17.74,386.14,break-even,high,4/17/2021,734,734,Iraq,,electronics,734,cash
735,Balsamic Vinaigrette,910,9800.19,618,4371.78,2793.84,break-even,low,8/22/2021,735,735,Slovenia,2236,clothing,735,cash
736,Energy Bites,731,7802.45,937,2519.94,-3569.58,break-even,medium,3/18/2021,736,736,Indonesia,,clothing,736,online payment
737,Bike Helmet,170,3298.19,875,1790.82,-4467.76,break-even,low,6/22/2021,737,737,Indonesia,,electronics,737,cash
738,Quinoa and Kale Salad Kit,989,971.04,920,-407.46,2762.8,break-even,low,3/26/2021,738,738,Slovenia,8230,clothing,738,cash
739,Gaming Headset,258,2501.24,392,2772.99,2829.04,loss-making,high,12/30/2021,739,739,Ukraine,,clothing,739,credit card
740,Coconut Milk Ice Cream,782,4840.85,192,3430.06,-2220.12,break-even,medium,2/23/2021,740,740,Czech Republic,517 02,groceries,740,online payment
741,Roasted Garlic Aioli,600,935.72,487,-325.21,-1332.45,profitable,high,2/7/2021,741,741,Argentina,3610,groceries,741,cash
742,Coconut Bowls Set,818,4036.61,933,-997.47,67.01,loss-making,high,6/30/2021,742,742,Azerbaijan,,electronics,742,cash
743,Adjustable Height Standing Desk Converter,406,9555.61,332,-648.12,2553.2,break-even,medium,6/30/2021,743,743,Belarus,,electronics,743,credit card
744,Yoga Strap,339,8594.96,95,4521.85,-4476.27,break-even,high,12/28/2021,744,744,Indonesia,,electronics,744,credit card
745,Vegetable Spiralizer,585,873.32,664,53.4,4861.58,profitable,low,5/31/2021,745,745,Russia,309534,clothing,745,credit card
746,Caramel Sauce,961,2520.54,142,4225.02,-1431.78,loss-making,high,12/13/2021,746,746,China,,electronics,746,online payment
747,Caramel Sauce,671,7836.68,673,1333.58,-4124.33,break-even,medium,1/26/2021,747,747,Nigeria,,clothing,747,online payment
748,Shredded Cheese,827,3825.4,927,3103.83,4464.73,break-even,medium,3/3/2021,748,748,China,,groceries,748,cash
749,Pet Activity Tracker,493,87.59,318,3575.5,4932.88,break-even,medium,4/8/2021,749,749,Indonesia,,clothing,749,online payment
750,Dried Cranberries,168,6975.7,906,201.5,-1068.52,profitable,high,10/3/2021,750,750,China,,electronics,750,online payment
751,Satin Slip Dress,562,1963.51,738,4009.53,-3717.08,profitable,high,3/17/2021,751,751,Latvia,,electronics,751,cash
752,Sweet Pea Hummus,952,7944.52,234,199.57,4417.98,loss-making,low,5/10/2021,752,752,China,,clothing,752,cash
753,High-Speed Hand Blender,240,6020.13,84,545.26,-216.88,loss-making,high,10/6/2021,753,753,United States,21239,groceries,753,credit card
754,Lemon Dill Salmon,335,4468.74,769,639.62,4139.99,loss-making,high,3/6/2021,754,754,Oman,,groceries,754,credit card
755,Wall Planner,19,91.15,716,1030.52,4027.94,profitable,low,9/28/2021,755,755,China,,electronics,755,cash
756,Skincare Set,224,9344.09,399,3107.87,4778.15,profitable,high,7/7/2021,756,756,Brazil,19970-000,clothing,756,credit card
757,Honey Mustard Chicken Breasts,752,5210.85,201,441.18,-2478.93,loss-making,high,2/8/2021,757,757,United States,33129,electronics,757,cash
758,Pet Travel Bowl,10,9124.81,778,1101.38,4462.17,loss-making,medium,10/12/2021,758,758,Slovenia,3230,clothing,758,online payment
759,Digital Photo Frame,666,8457.2,24,2346.98,1674.86,profitable,low,2/20/2021,759,759,China,,electronics,759,cash
760,Oven Thermometer,170,5956.75,229,-266.3,434.21,break-even,medium,12/2/2021,760,760,Bolivia,,groceries,760,cash
761,Peanut Butter Cookies,406,4877.8,849,4540.23,-3671.71,loss-making,medium,10/14/2021,761,761,Niger,,clothing,761,credit card
762,Flavored Instant Oatmeal,841,8096.5,370,1370.74,-3288.96,profitable,low,4/18/2021,762,762,Nigeria,,groceries,762,credit card
763,Window Blinds,466,8589.76,954,2170.76,-3727.19,break-even,medium,8/15/2021,763,763,China,,clothing,763,cash
764,Fitness Smartwatch,200,1350.87,85,-787.06,-1515.92,break-even,high,2/22/2021,764,764,Indonesia,,electronics,764,credit card
765,Marinara Parmesan Baked Ziti,899,3069.17,830,4690.42,-2965.47,profitable,high,10/20/2021,765,765,Russia,601554,electronics,765,cash
766,Ergonomic Mouse Pad with Wrist Support,920,9217.63,83,1691.67,3256.26,loss-making,high,8/19/2021,766,766,Luxembourg,L-5431,clothing,766,cash
767,Tahini,540,6566.48,140,113.24,3574.85,loss-making,medium,3/21/2021,767,767,Cameroon,,electronics,767,online payment
768,Portable Grill Cover,496,4806.46,653,2412.31,-3959.76,profitable,high,3/18/2021,768,768,Portugal,4860-077,groceries,768,cash
769,Sushi Rice,876,8812.66,574,1295.65,1708.93,profitable,high,12/21/2021,769,769,Peru,,electronics,769,online payment
770,Buffalo Chicken Dip,621,4281.96,494,1725.17,3002.93,profitable,low,8/27/2021,770,770,Sweden,691 41,groceries,770,credit card
771,Roasted Red Pepper Hummus,601,3582.59,527,2951.18,-562.95,profitable,high,12/26/2021,771,771,China,,groceries,771,credit card
772,Whole Roasted Chicken,586,1266.12,960,2397.52,-4953.66,profitable,medium,2/8/2021,772,772,Indonesia,,groceries,772,cash
773,Fettuccine Alfredo Dinner Kit,310,6616.33,617,488.49,-1681.3,profitable,medium,7/28/2021,773,773,Canada,K7G,groceries,773,online payment
774,Apple Juice,887,5701.99,434,4570.61,3085.87,profitable,medium,10/20/2021,774,774,Colombia,547079,electronics,774,online payment
775,Puzzle,962,6346.43,731,538.99,3406.99,break-even,high,8/13/2021,775,775,Philippines,5505,groceries,775,cash
776,Field Journal,108,3349.85,598,-712.27,142.64,loss-making,low,11/22/2021,776,776,Armenia,,groceries,776,online payment
777,Garden Hose,895,8361.1,96,3141.46,2131.8,break-even,high,6/16/2021,777,777,Poland,86-160,groceries,777,cash
778,Pest Control Traps,714,7734.54,610,4126.24,-3527.72,break-even,high,2/12/2021,778,778,Nicaragua,,groceries,778,online payment
779,Coconut Curry Chicken,611,6814.04,939,4462.17,-2734.57,loss-making,medium,5/6/2021,779,779,Indonesia,,clothing,779,credit card
780,Ground Cinnamon,25,8237.85,665,75.36,-514.29,profitable,high,2/10/2021,780,780,Sweden,931 77,clothing,780,online payment
781,Mediterranean Flatbread,169,5158.13,353,-33.18,-4575.17,loss-making,medium,5/22/2021,781,781,China,,clothing,781,credit card
782,Coloring Books for Adults,251,7312.87,458,-564.34,678.72,loss-making,low,12/12/2021,782,782,Portugal,2520-053,clothing,782,credit card
783,Pizza Stone,327,5090.79,417,1056.83,-2592.13,profitable,high,12/2/2021,783,783,Russia,396310,clothing,783,online payment
784,Adjustable Stand for Tablets and Smartphones,42,7685.51,846,4642.87,-1718.5,break-even,medium,2/7/2021,784,784,Czech Republic,739 13,clothing,784,credit card
785,Vegetable Spiralizer,236,3984.34,856,2602.39,-3682.23,loss-making,low,1/21/2021,785,785,Canada,E7E,electronics,785,online payment
786,Portable Campfire,369,8018.81,366,1860.92,-735.73,loss-making,high,12/12/2021,786,786,Sweden,386 94,clothing,786,cash
787,Vegetarian Chili,189,7838.91,692,2031.49,-949.02,loss-making,high,8/12/2021,787,787,Indonesia,,groceries,787,cash
788,Suede Ankle Booties,562,6453.41,875,1478.22,-1722.07,break-even,high,7/9/2021,788,788,Georgia,,electronics,788,credit card
789,Outdoor Mosquito Repellent Lantern,777,3257.93,215,3839.92,-3014.7,loss-making,low,8/11/2021,789,789,Indonesia,,clothing,789,online payment
790,Cereal Dispenser with Portion Control,716,8326.01,562,86.83,2316.31,break-even,medium,5/7/2021,790,790,Belarus,,electronics,790,online payment
791,Crispy Potato Tots,165,8281.76,412,4430.84,-2082.14,loss-making,medium,9/26/2021,791,791,Ireland,F93,clothing,791,credit card
792,Honey Mustard Dip,400,7291.53,497,4898.62,-4598.59,loss-making,low,4/30/2021,792,792,China,,groceries,792,online payment
793,Portable Speaker Stand,457,243.79,443,3192.34,-3557.24,break-even,medium,4/18/2021,793,793,Russia,366609,groceries,793,online payment
794,Roasted Garlic Pasta Sauce,739,2287.91,274,4015.65,1052.86,break-even,medium,5/16/2021,794,794,Russia,453259,clothing,794,credit card
795,Pet Water Fountain,806,6368.29,148,4605.84,-3554.19,loss-making,high,4/20/2021,795,795,Brazil,37950-000,groceries,795,credit card
796,Whole Grain Cereal,756,6852.01,833,3007.69,660.35,loss-making,high,10/29/2021,796,796,Indonesia,,groceries,796,credit card
797,Sporty Cap,146,3351.21,438,623.05,3527.57,profitable,medium,6/19/2021,797,797,Russia,141860,electronics,797,credit card
798,Smartwatch,78,8048.5,359,1456.11,-3627.86,profitable,high,8/4/2021,798,798,China,,clothing,798,credit card
799,Wireless Game Controller,582,4939.79,675,1199.52,-4473.14,profitable,high,10/21/2021,799,799,Philippines,3523,clothing,799,credit card
800,Field Journal,876,1822.29,528,-160.35,-1168.04,break-even,high,1/29/2021,800,800,China,,groceries,800,online payment
801,Dark Chocolate Raisins,415,5979.22,931,3626.41,2961.49,profitable,low,5/21/2021,801,801,Poland,86-031,electronics,801,online payment
802,Pork Tenderloin,463,9402.27,285,610.33,216.37,profitable,low,2/23/2021,802,802,Pakistan,39100,clothing,802,cash
803,Vintage Button-Down Shirt,283,371.89,806,132.37,-3428.19,break-even,high,11/6/2021,803,803,Honduras,,electronics,803,cash
804,Nutty Trail Mix,836,9301.81,332,-14.93,-726.0,profitable,high,6/14/2021,804,804,Indonesia,,clothing,804,credit card
805,Sooji (Semolina),145,4775.82,746,4990.37,-2504.89,profitable,medium,8/27/2021,805,805,China,,groceries,805,credit card
806,Fashionable Scarves Set,481,4540.69,1000,4444.95,324.55,loss-making,high,10/30/2021,806,806,China,,groceries,806,online payment
807,Pesto Genovese,878,9913.02,261,12.39,-4798.86,profitable,low,10/21/2021,807,807,China,,electronics,807,cash
808,Adjustable Laptop Desk,104,1622.95,163,1407.27,-773.08,profitable,high,11/3/2021,808,808,Indonesia,,groceries,808,online payment
809,Oversized Denim Shirt,438,8979.22,188,1507.51,-4406.58,profitable,low,7/7/2021,809,809,Indonesia,,groceries,809,credit card
810,Coconut Cream Pie,816,3629.82,203,1704.67,1082.17,break-even,high,12/21/2021,810,810,China,,clothing,810,credit card
811,Flavored Instant Oatmeal,198,702.55,306,-855.59,-3095.87,profitable,low,7/5/2021,811,811,Russia,446849,clothing,811,credit card
812,Fall-Themed Table Runner,877,5279.77,829,1493.89,-8.85,profitable,medium,1/27/2021,812,812,Botswana,,electronics,812,cash
813,Chili Lime Seasoning,830,9764.06,506,2237.39,1320.7,profitable,high,5/27/2021,813,813,Guatemala,13007,groceries,813,credit card
814,Maple Cinnamon Granola Bars,601,2310.2,453,3930.33,-1408.59,profitable,low,10/6/2021,814,814,China,,electronics,814,online payment
815,Rechargeable Electric Toothbrush,556,5268.85,160,-845.93,2541.46,break-even,low,1/24/2021,815,815,Poland,26-070,groceries,815,online payment
816,Personalized Cutting Board,123,6641.0,993,454.06,2720.39,profitable,low,5/11/2021,816,816,Japan,789-1301,clothing,816,online payment
817,Creamy Coleslaw Mix,341,4012.14,660,2199.26,1989.0,profitable,high,5/26/2021,817,817,Slovenia,3325,clothing,817,cash
818,Pet Carrier,202,7780.66,165,442.67,161.0,break-even,low,12/16/2021,818,818,France,75434 CEDEX 09,electronics,818,credit card
819,Sculpting Kit,355,9425.83,299,-682.49,252.35,break-even,low,9/22/2021,819,819,Indonesia,,electronics,819,credit card
820,Ranch Dressing,536,173.34,184,-342.49,3297.38,loss-making,low,2/27/2021,820,820,Indonesia,,groceries,820,cash
821,Vintage Graphic Tee,737,3694.13,585,1224.38,1761.11,loss-making,medium,5/8/2021,821,821,China,,clothing,821,cash
822,Folding Exercise Bike,12,6563.38,953,2429.15,-1227.22,loss-making,high,4/10/2021,822,822,Serbia,,electronics,822,online payment
823,Applewood Smoked Bacon,684,6980.04,37,2900.1,-1360.7,profitable,medium,10/5/2021,823,823,Burundi,,clothing,823,credit card
824,Tahini,493,4759.79,121,3653.58,-4533.18,break-even,high,12/11/2021,824,824,Philippines,1682,electronics,824,online payment
825,Creamy Coleslaw Mix,385,2262.58,754,3692.84,-4216.71,profitable,high,10/5/2021,825,825,Kosovo,,clothing,825,online payment
826,Instant Pot,816,6579.36,499,1416.18,-2898.52,profitable,high,5/11/2021,826,826,Portugal,4600-661,electronics,826,online payment
827,Pasta Portion Control Measure,238,2441.67,623,-933.69,-318.27,break-even,low,4/12/2021,827,827,Indonesia,,groceries,827,cash
828,Sweet Chili Sauce,771,2254.51,861,-337.62,4051.46,loss-making,high,4/12/2021,828,828,Indonesia,,electronics,828,online payment
